,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
5431,0,0.0,0,0.0,608.5227273,0.015384615,0.0,0.0,2,2,1,6,Returning_Visitor,True,False,0,0,0,0,0,1,0,0,0
5433,4,24.16666667,0,0.0,1977.385088,0.0,0.0,0.4,2,2,1,4,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5434,9,194.4166667,2,20.0,1569.166667,0.013333333,18.80505,0.0,Other,2,Other,6,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5435,4,58.0,0,0.0,806.5,0.0,9.7455,0.0,2,4,1,4,Returning_Visitor,False,True,0,0,0,0,0,1,0,0,0
5436,0,0.0,0,0.0,631.3068627,0.021142857,0.0,0.8,2,2,3,6,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5437,0,0.0,1,35.0,782.0833333,0.0,23.03329412,0.0,2,4,Other,2,Other,False,True,0,0,0,0,0,1,0,0,0
5438,2,11.0,0,0.0,347.0,0.0,9.960923077,0.0,Other,1,3,3,Returning_Visitor,True,True,0,0,0,0,0,1,0,0,0
5439,1,149.5,0,0.0,1562.333333,0.038709677,7.636645161,0.2,2,2,3,2,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5441,1,32.0,0,0.0,299.5,0.015789474,19.448,0.0,2,2,Other,1,Returning_Visitor,True,True,0,0,0,0,0,1,0,0,0
5442,0,0.0,0,0.0,103.8333333,0.033333333,0.0,0.0,2,2,3,3,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5443,3,101.6666667,0,0.0,2250.083333,0.0,32.70730435,0.0,2,4,Other,1,Returning_Visitor,False,True,0,0,0,0,0,1,0,0,0
5444,2,59.0,0,0.0,82.0,0.04,0.0,0.0,Other,1,Other,3,Other,False,False,0,0,0,0,0,1,0,0,0
5445,0,0.0,0,0.0,747.0,0.033333333,0.0,0.0,2,2,3,3,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5448,3,35.5,0,0.0,241.7692308,0.0,0.0,0.6,Other,2,3,2,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5449,5,69.5,4,116.0,2839.75,0.0,6.281494505,0.0,2,4,Other,2,Other,False,False,0,0,0,0,0,1,0,0,0
5450,2,42.0,0,0.0,275.702381,0.04,0.0,0.6,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5451,4,85.92857143,0,0.0,681.7619048,0.015384615,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5452,0,0.0,0,0.0,95.5,0.0,0.0,0.0,2,4,1,3,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5453,2,76.0,1,79.0,2072.666667,0.007207207,8.1,0.8,2,4,Other,2,Returning_Visitor,False,False,0,0,0,0,0,1,0,0,0
5455,0,0.0,0,0.0,207.5702479,0.0,0.0,0.0,2,2,1,5,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5456,3,40.2,0,0.0,201.1333333,0.0,0.0,0.0,2,2,Other,1,Other,False,False,0,0,0,1,0,0,0,0,0
5457,1,63.4,0,0.0,120.4,0.0,42.29306752,0.0,Other,1,3,3,Other,False,True,0,0,0,0,0,0,0,1,0
5459,0,0.0,0,0.0,7.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5460,3,152.6,0,0.0,608.8833333,0.009375,19.82770888,0.0,2,2,Other,13,Returning_Visitor,False,True,0,0,1,0,0,0,0,0,0
5461,7,56.3,0,0.0,315.4,0.0,0.0,0.0,2,2,1,2,Other,False,False,0,0,0,0,0,0,0,1,0
5462,0,0.0,0,0.0,419.6,0.038095238,0.0,0.0,Other,2,3,3,Returning_Visitor,True,False,0,0,0,0,0,0,0,0,0
5463,1,39.2,2,120.8,80.5,0.0,0.0,0.0,Other,2,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
5464,3,89.6,0,0.0,1721.906667,0.0,204.0079491,0.0,2,2,1,4,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
5465,2,104.3,0,0.0,2307.661212,0.025510204,4.348145623,0.0,Other,1,Other,1,Returning_Visitor,True,False,0,0,0,0,0,0,0,1,0
5469,1,12.0,0,0.0,493.3033901,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5470,2,13.0,0,0.0,209.7,0.023529412,0.0,0.0,Other,1,3,4,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5471,0,0.0,0,0.0,68.4,0.0,0.0,0.0,2,4,Other,4,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5472,3,41.2,0,0.0,942.8,0.0,0.0,0.0,Other,1,Other,5,Other,False,False,0,0,0,0,0,0,0,0,0
5473,4,101.8,0,0.0,5692.211713,0.006451613,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5474,1,26.2,0,0.0,106.8,0.0,36.66178288,0.0,2,2,Other,5,Other,False,True,0,0,0,0,0,0,0,1,0
5475,2,79.6,3,332.08,1011.016667,0.018918919,5.128358233,0.0,2,2,Other,1,Returning_Visitor,False,True,0,0,0,0,0,0,0,1,0
5476,4,159.0,0,0.0,307.6166667,0.0,0.0,0.0,Other,1,3,2,Returning_Visitor,True,False,0,0,0,0,0,0,0,1,0
5478,2,47.4,0,0.0,478.6,0.04375,0.0,0.0,Other,1,1,4,Returning_Visitor,True,False,0,0,1,0,0,0,0,0,0
5479,0,0.0,0,0.0,710.0666667,0.0,72.52283848,0.0,Other,1,Other,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
5480,1,0.0,0,0.0,259.0,0.0,48.04726202,0.0,2,2,1,4,Returning_Visitor,False,True,0,0,0,0,0,0,0,1,0
5481,0,0.0,0,0.0,1228.5,0.039705882,0.0,0.0,Other,2,1,4,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5482,2,196.6,0,0.0,1514.3,0.036363636,0.0,0.0,Other,8,Other,1,Returning_Visitor,True,False,0,0,0,0,0,0,0,0,0
5483,3,33.2,0,0.0,278.4333333,0.007142857,32.70034468,0.0,2,2,Other,1,Returning_Visitor,False,True,0,0,1,0,0,0,0,0,0
5484,0,0.0,0,0.0,86.53333333,0.0,0.0,0.0,Other,1,Other,2,Returning_Visitor,True,False,0,0,0,0,0,0,0,1,0
5485,3,9.5,0,0.0,528.9666667,0.007692308,3.296827304,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5486,2,55.4,0,0.0,402.75,0.015384615,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5490,3,13.73333333,1,2.0,407.6833333,0.006666667,0.0,0.0,2,2,1,4,Returning_Visitor,False,True,0,0,1,0,0,0,0,0,0
5491,1,23.2,0,0.0,964.4666667,0.0,51.03362522,0.0,2,2,Other,2,Other,False,True,0,0,0,0,0,0,0,1,0
5492,5,150.7,0,0.0,201.6,0.026666667,0.0,0.0,Other,1,Other,2,Other,False,False,0,0,0,0,0,0,0,1,0
5493,5,66.6,0,0.0,523.6,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5494,0,0.0,0,0.0,968.6924242,0.0,106.2525169,0.0,Other,1,Other,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
5495,1,92.6,0,0.0,207.9333333,0.0,0.0,0.0,Other,1,Other,20,Other,False,False,0,0,1,0,0,0,0,0,0
5496,0,0.0,0,0.0,1062.666667,0.0,54.56704868,0.0,Other,1,1,4,Other,False,True,0,0,0,0,0,0,0,0,1
5498,1,48.4,0,0.0,2707.386667,0.0,0.0,0.0,Other,2,1,1,Returning_Visitor,True,False,0,0,0,0,0,0,0,0,1
5499,1,57.4,0,0.0,303.1,0.028571429,0.0,0.0,Other,2,3,2,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5502,0,0.0,0,0.0,3287.0,0.036842105,0.0,0.0,2,5,1,1,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5503,0,0.0,0,0.0,902.77,0.022222222,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5505,0,0.0,0,0.0,519.8666667,0.0,0.0,0.0,Other,1,1,4,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5506,2,56.73333333,0,0.0,1091.394074,0.0,0.0,0.0,Other,2,3,2,Other,True,False,0,0,0,0,0,0,0,1,0
5507,1,86.6,0,0.0,349.5761905,0.0,60.43737784,0.0,Other,1,1,3,Other,False,True,0,0,0,0,0,0,1,0,0
5508,7,38.6,0,0.0,1087.7,0.0,0.0,0.0,2,2,Other,5,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5510,3,94.6,0,0.0,1254.0,0.0,0.0,0.0,Other,2,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
5511,6,53.0,0,0.0,778.8333333,0.0,8.480846261,0.0,Other,1,1,4,Other,True,False,0,0,0,0,0,0,0,0,0
5512,3,28.8,5,2195.3,378.4,0.02962963,0.0,0.0,Other,1,3,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5513,5,46.52,0,0.0,2248.914286,0.012077922,6.373770623,0.0,Other,1,1,4,Returning_Visitor,False,True,0,0,1,0,0,0,0,0,0
5514,1,41.4,0,0.0,558.6111111,0.009090909,0.0,0.0,2,10,Other,1,Returning_Visitor,False,True,0,0,0,0,0,0,0,0,1
5515,6,82.14,0,0.0,191.1,0.0,0.0,0.0,2,4,Other,4,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
5516,0,0.0,0,0.0,267.5666667,0.0,7.68745056,0.0,2,2,1,3,Other,False,True,0,0,0,0,0,0,0,1,0
5518,0,0.0,0,0.0,645.2,0.0125,0.0,0.0,Other,1,3,1,Returning_Visitor,True,False,0,0,1,0,0,0,0,0,0
5520,3,56.8,1,3.0,1677.666667,0.010666667,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5521,1,10.0,0,0.0,354.9,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5522,0,0.0,0,0.0,74.6,0.0,0.0,0.0,Other,2,3,4,Returning_Visitor,True,False,0,0,1,0,0,0,0,0,0
5523,10,89.98,0,0.0,1304.973333,0.003921569,6.175932014,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5524,0,0.0,0,0.0,95.0,0.028571429,86.33623272,0.0,Other,1,Other,2,Other,False,True,0,0,0,0,0,0,0,1,0
5525,1,67.5,0,0.0,873.64,0.0,0.0,0.0,Other,2,1,6,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5527,2,63.5,0,0.0,1667.158421,0.0,0.0,0.0,2,4,Other,1,Returning_Visitor,True,False,0,0,1,0,0,0,0,0,0
5528,1,4.0,0,0.0,227.1,0.022222222,0.0,0.0,2,2,3,13,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5529,0,0.0,0,0.0,331.3,0.0,0.0,0.0,Other,8,1,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5530,5,196.88,0,0.0,118.9133333,0.0,16.56478478,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5531,5,60.2,0,0.0,165.4,0.0125,0.0,0.0,2,5,3,6,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5533,6,85.2,0,0.0,203.0,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
5534,1,62.46666667,0,0.0,165.1,0.0,0.0,0.0,Other,2,3,3,Other,False,False,0,0,0,0,0,0,0,0,1
5535,10,164.0666667,0,0.0,1553.52381,0.005128205,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5537,2,196.6,0,0.0,0.0,0.0,0.0,0.0,Other,2,Other,5,Other,True,False,0,0,0,0,0,0,1,0,0
5538,1,5.066666667,0,0.0,441.6045455,0.0,0.0,0.0,2,2,Other,3,Other,False,False,0,0,0,0,0,0,0,0,1
5539,2,94.7,0,0.0,897.19,0.0,0.0,0.0,Other,2,3,2,Other,True,False,0,0,0,0,0,0,0,0,0
5540,1,45.4,0,0.0,352.7,0.0,0.0,0.0,Other,1,3,4,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5541,1,38.8,0,0.0,214.0533333,0.016666667,0.0,0.0,Other,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5542,2,21.0,0,0.0,278.1366667,0.0,77.4579855,0.0,2,2,Other,2,Other,False,False,0,0,0,0,0,0,1,0,0
5543,5,82.6,1,14.2,66.53333333,0.0,0.0,0.0,Other,1,3,1,Other,True,False,0,0,0,0,0,0,0,0,0
5544,0,0.0,0,0.0,1321.7,0.0,0.0,0.0,2,2,Other,13,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5545,6,89.8,0,0.0,1570.133333,0.0,0.0,0.0,2,2,Other,4,Other,True,False,0,0,0,1,0,0,0,0,0
5547,0,0.0,0,0.0,1070.098072,0.018627451,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5548,0,0.0,0,0.0,1114.733333,0.015384615,26.13034871,0.0,Other,2,Other,20,Returning_Visitor,True,False,0,0,0,0,0,0,1,0,0
5549,0,0.0,0,0.0,469.54,0.0,14.00979215,0.0,2,2,Other,2,Other,False,True,0,0,0,0,0,0,0,1,0
5551,0,0.0,0,0.0,33.2,0.0,0.0,0.0,Other,1,3,1,Returning_Visitor,True,False,0,0,0,1,0,0,0,0,0
5552,0,0.0,2,88.6,682.1833333,0.0,0.0,0.0,Other,1,3,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5553,0,0.0,0,0.0,287.5,0.0,0.0,0.0,2,4,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5556,2,112.8,0,0.0,1555.967143,0.0,44.85638692,0.0,Other,1,Other,2,Other,False,True,0,0,0,0,0,0,1,0,0
5558,0,0.0,0,0.0,413.0,0.0,0.0,0.0,Other,1,Other,3,Other,False,False,0,0,0,0,0,0,0,0,1
5559,0,0.0,0,0.0,62.4,0.0,0.0,0.0,2,2,3,3,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5560,0,0.0,0,0.0,889.3666667,0.0,8.424787355,0.0,2,2,3,2,Returning_Visitor,False,True,0,0,0,0,0,0,0,1,0
5562,0,0.0,0,0.0,1069.7,0.0,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5563,3,32.2,0,0.0,1199.616667,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,True,True,0,0,0,0,0,0,0,0,1
5564,1,16.6,0,0.0,1893.619048,0.016825397,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5565,4,54.2,1,33.2,1324.68,0.0,0.0,0.0,2,2,1,4,Other,False,False,0,0,0,1,0,0,0,0,0
5566,0,0.0,0,0.0,230.5666667,0.0,0.0,0.0,2,2,3,4,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5570,2,32.2,1,0.0,342.6866667,0.0,0.0,0.0,2,2,1,4,Other,False,False,0,0,0,0,0,0,0,0,0
5572,1,136.5,0,0.0,806.5,0.0,39.96971545,0.0,Other,1,1,4,Returning_Visitor,True,False,0,0,0,0,0,0,0,0,0
5574,4,49.3,0,0.0,283.7,0.018181818,0.0,0.0,Other,1,3,3,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5576,0,0.0,0,0.0,122.1666667,0.0,0.0,0.0,Other,1,1,5,Other,True,False,0,0,0,0,0,0,1,0,0
5577,1,118.8,0,0.0,259.2,0.0,0.0,0.0,2,2,Other,2,Other,False,False,0,0,0,0,0,0,0,0,1
5579,2,13.0,0,0.0,47.13333333,0.04,20.94544525,0.0,Other,2,Other,4,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
5580,1,44.0,0,0.0,0.0,0.0,0.0,0.0,Other,1,1,5,Other,False,True,0,0,0,0,0,0,0,0,1
5581,1,4.0,0,0.0,2000.618333,0.0,0.0,0.0,2,10,Other,3,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5583,2,75.05,0,0.0,4143.175238,0.019711538,4.484328486,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5584,1,17.1,1,31.2,812.2873894,0.0,4.395471544,0.0,2,4,3,2,Returning_Visitor,False,True,0,0,0,0,0,0,0,0,0
5585,1,2.0,6,657.8333333,3252.200476,0.005479452,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5586,1,4.0,0,0.0,471.4777778,0.0,32.95851549,0.0,Other,1,1,4,Returning_Visitor,False,True,0,0,1,0,0,0,0,0,0
5587,1,5.0,0,0.0,764.1333333,0.0,0.0,0.0,2,2,1,4,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5589,0,0.0,0,0.0,458.5,0.025,0.0,0.0,Other,2,1,11,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5591,0,0.0,0,0.0,152.6,0.044444444,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5595,0,0.0,0,0.0,1779.163333,0.003278689,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5596,7,68.4,0,0.0,5175.377371,0.002666667,2.042762326,0.0,2,2,1,1,Returning_Visitor,False,True,0,0,0,0,0,0,0,0,0
5598,3,43.2,0,0.0,137.0,0.0,0.0,0.0,2,4,Other,2,Other,True,False,0,0,0,1,0,0,0,0,0
5599,2,132.0,1,28.2,1356.866667,0.0,0.0,0.0,2,2,Other,13,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5600,6,45.03333333,1,69.6,5771.466862,0.002755906,4.586910248,0.0,Other,2,1,2,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5602,1,80.6,0,0.0,479.5857143,0.005,10.89761784,0.0,Other,1,3,2,Returning_Visitor,True,True,0,0,0,0,0,0,0,1,0
5603,4,26.2,0,0.0,131.2,0.0,0.0,0.0,Other,2,1,5,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5605,0,0.0,0,0.0,261.8,0.01,10.99901844,0.0,2,2,Other,1,Returning_Visitor,True,False,0,0,0,0,0,0,0,0,1
5606,2,9.6,3,118.1,184.1,0.0,0.0,0.0,2,2,Other,4,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5607,2,161.2,0,0.0,555.4,0.044444444,21.09392209,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5609,2,45.2,0,0.0,230.2,0.0,0.0,0.0,2,2,Other,2,Other,False,False,0,0,1,0,0,0,0,0,0
5610,2,167.4,0,0.0,191.15,0.0,0.0,0.0,Other,1,Other,2,Other,False,False,0,0,0,0,0,0,0,1,0
5611,0,0.0,0,0.0,4.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5613,2,19.4,3,45.26666667,136.0666667,0.0,0.0,0.0,2,2,1,5,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5614,3,157.4,0,0.0,128.5,0.036363636,0.0,0.0,Other,2,1,3,Returning_Visitor,True,False,0,0,1,0,0,0,0,0,0
5615,0,0.0,0,0.0,2653.5,0.0,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5616,5,56.8,0,0.0,27.2,0.0,0.0,0.0,2,2,Other,2,Other,False,False,0,0,0,0,0,0,1,0,0
5618,0,0.0,0,0.0,58.4,0.0,0.0,0.0,2,4,1,2,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5620,2,42.2,0,0.0,440.2261905,0.026315789,0.0,0.0,Other,2,3,1,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5621,0,0.0,0,0.0,1489.590909,0.009459459,0.0,0.0,Other,2,Other,4,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5622,1,12.0,0,0.0,0.0,0.0,0.0,0.0,Other,2,Other,2,Returning_Visitor,True,True,0,0,0,0,0,0,0,0,0
5623,0,0.0,0,0.0,1590.42,0.010344828,1.023391581,0.0,Other,2,Other,4,Returning_Visitor,False,True,0,0,1,0,0,0,0,0,0
5624,0,0.0,0,0.0,545.1,0.01,0.0,0.0,Other,2,Other,4,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5625,0,0.0,0,0.0,517.4,0.0,4.856377111,0.0,2,2,1,20,Returning_Visitor,True,True,0,0,0,0,0,0,1,0,0
5626,0,0.0,0,0.0,275.0,0.0,32.89701477,0.0,Other,2,Other,2,Other,False,True,0,0,0,0,0,0,0,1,0
5627,3,69.6,0,0.0,199.1333333,0.0,0.0,0.0,Other,1,1,2,Other,False,False,0,0,1,0,0,0,0,0,0
5628,0,0.0,0,0.0,583.0,0.0,0.0,0.0,2,2,1,4,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5629,6,66.55,0,0.0,1556.523333,0.005681818,0.0,0.0,Other,2,1,4,Returning_Visitor,True,False,0,0,0,0,0,0,0,0,0
5630,8,103.7333333,0,0.0,328.3,0.0,0.0,0.0,Other,2,Other,2,Other,True,False,0,0,0,1,0,0,0,0,0
5631,4,60.4,0,0.0,572.6,0.0,0.0,0.0,2,2,Other,4,Returning_Visitor,True,False,0,0,0,0,0,0,0,1,0
5633,6,63.68333333,0,0.0,129.7611111,0.017857143,0.0,0.0,Other,2,3,3,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5634,5,148.5,0,0.0,307.7,0.007692308,0.0,0.0,Other,1,Other,3,Returning_Visitor,True,False,0,0,0,0,0,0,0,1,0
5635,4,96.6,0,0.0,276.7333333,0.010526316,69.46239458,0.0,2,2,1,4,Returning_Visitor,True,True,0,0,0,0,0,0,0,1,0
5636,0,0.0,0,0.0,187.0,0.0,0.0,0.0,2,5,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5638,1,13.1,0,0.0,4208.752099,0.003477744,0.0,0.0,2,2,1,1,Returning_Visitor,True,False,0,0,1,0,0,0,0,0,0
5639,4,25.0,0,0.0,7548.633333,0.013471503,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5640,3,58.4,0,0.0,267.3,0.0,0.0,0.0,2,2,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
5641,0,0.0,0,0.0,820.3636364,0.035087719,0.0,0.0,Other,2,3,13,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5642,3,118.0,0,0.0,791.8,0.021621622,1.297677921,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5643,8,77.5,0,0.0,2518.266667,0.01025641,0.0,0.0,2,2,Other,2,Other,True,False,0,0,1,0,0,0,0,0,0
5644,4,61.63333333,0,0.0,1804.011111,0.0,41.64590199,0.0,2,2,Other,2,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
5645,5,68.8,0,0.0,781.5166667,0.005555556,22.53693712,0.0,2,2,Other,2,Other,True,False,0,0,1,0,0,0,0,0,0
5646,3,11.6,0,0.0,510.38,0.007692308,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5647,0,0.0,0,0.0,87.6,0.0,0.0,0.0,2,4,1,1,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5648,2,34.18095238,0,0.0,2012.660952,0.0,0.0,0.0,2,4,3,5,Other,True,False,0,0,0,0,0,0,1,0,0
5649,3,36.3,0,0.0,309.55,0.0,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5651,1,23.2,0,0.0,1061.55,0.003703704,43.29821166,0.0,2,2,Other,5,Returning_Visitor,False,True,0,0,0,0,0,0,0,0,0
5652,4,194.4,0,0.0,182.5142857,0.0,0.0,0.0,Other,1,Other,2,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5653,0,0.0,0,0.0,125.2666667,0.044444444,0.0,0.0,2,2,3,4,Returning_Visitor,True,False,0,0,0,0,0,0,0,1,0
5655,2,66.5,0,0.0,118.5,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5656,2,194.9,0,0.0,227.3333333,0.0,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,True,0,0,0,0,0,0,1,0,0
5658,5,44.66666667,1,144.0,1808.162266,0.045307443,2.153839297,0.0,Other,2,1,3,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5659,2,83.6,1,0.0,1219.7,0.0,16.36245374,0.0,2,2,1,4,Other,False,True,0,0,0,0,0,0,0,0,0
5660,0,0.0,0,0.0,893.45,0.0,0.0,0.0,Other,1,1,5,Returning_Visitor,False,False,0,0,0,0,0,0,0,1,0
5661,0,0.0,0,0.0,268.4,0.0,0.0,0.0,2,4,Other,6,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5662,1,11.0,0,0.0,0.0,0.0,0.0,0.0,2,6,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5663,0,0.0,0,0.0,2347.333333,0.004545455,0.0,0.0,2,4,1,1,Returning_Visitor,False,False,0,0,0,0,0,0,1,0,0
5664,0,0.0,0,0.0,817.7958109,0.034492302,0.0,0.0,Other,2,1,13,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5665,7,79.2,0,0.0,1011.916667,0.0,12.9058765,0.0,2,2,Other,4,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5666,0,0.0,1,0.0,1646.2,0.025,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5667,5,35.7,5,95.65,2383.139223,0.019666667,0.0,0.0,Other,2,1,3,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
5668,3,59.79,0,0.0,752.56,0.0,0.0,0.0,2,4,1,2,Other,False,False,0,0,0,0,0,0,1,0,0
5670,1,15.2,0,0.0,199.6,0.0,0.0,0.0,Other,8,Other,6,Other,False,False,0,0,0,0,0,0,0,1,0
5671,0,0.0,0,0.0,386.18,0.004347826,0.0,0.0,Other,1,1,4,Returning_Visitor,False,False,0,0,1,0,0,0,0,0,0
5672,0,0.0,0,0.0,464.9333333,0.006451613,0.0,0.0,2,2,3,3,Returning_Visitor,False,False,0,0,0,1,0,0,0,0,0
5673,4,96.4,0,0.0,217.6,0.0,0.0,0.0,Other,2,Other,2,Other,True,False,0,0,0,0,0,0,1,0,0
5674,5,77.0,0,0.0,3210.848218,0.00212766,0.0,0.0,2,2,3,2,Returning_Visitor,True,False,0,0,0,0,0,0,0,1,0
5675,0,0.0,2,38.2,873.0,0.01,0.0,0.0,Other,1,1,4,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,1
5677,0,0.0,0,0.0,512.7166667,0.007142857,1.401949127,0.0,2,2,Other,1,Returning_Visitor,True,True,0,0,1,0,0,0,0,0,0
5678,2,8.0,2,90.2,1286.050476,0.0125,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,0,0,0,0,0,0,0,0,0
