"","Administrative","Administrative_Duration","Informational","Informational_Duration","ProductRelated_Duration","BounceRates","PageValues","SpecialDay","Browser","TrafficType","Month_Dec","Month_Feb","Month_Jul","Month_June","Month_Mar","Month_May","Month_Nov","Month_Oct","Month_Sep","OperatingSystems_Other","Region_1","Region_3","VisitorType_Other","Weekend_True","Revenue_True"
"6552",0,0,2,23,57.75,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"799",0,0,0,0,189.5,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"0"
"1725",0,0,0,0,162,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"808",0,0,0,0,77,0,0,0,6,9,0,0,0,0,1,0,0,0,0,1,1,0,0,1,"0"
"853",0,0,0,0,333,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"0"
"8967",2,63.5,0,0,222.5,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,"0"
"9371",0,0,0,0,1445.840909,0.003827751,0,0,2,8,0,0,0,0,0,0,1,0,0,1,0,0,0,1,"0"
"7470",2,64.5,1,0,2696.10873,0.003436426,5.770973155,0,2,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1"
"2145",0,0,1,25,412.8333333,0,29.848,0,4,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"1"
"6385",4,32,1,43.5,12500.35306,0.001387656,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"39",0,0,0,0,800.8333333,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"4072",1,62,1,172,1341.261111,0.004597701,0,0,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"1670",3,27,0,0,898,0.015384615,10.94723077,0.6,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"1"
"1770",1,5,0,0,228,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"8747",8,102,0,0,374,0.015384615,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,"0"
"9313",0,0,0,0,102.75,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"3319",0,0,0,0,9,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"3597",1,113.6666667,1,2,589.6666667,0,0,0,2,11,0,0,0,0,0,1,0,0,0,1,0,0,1,1,"0"
"5028",2,22.2,0,0,163.9,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"334",3,50,0,0,796,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"4430",0,0,0,0,36.6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"5069",3,94.6,0,0,4,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"0"
"740",0,0,0,0,1185.666667,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"8784",0,0,2,26,4875.609432,0.01978022,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"2401",0,0,0,0,17,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"1329",2,66,0,0,229.75,0.021052632,0,0,2,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"0"
"4481",0,0,0,0,472.9,0.0125,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"0"
"1935",0,0,0,0,42,0.04,0,0,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"4344",2,82.6,0,0,352,0,27.19298393,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,1,1,"1"
"2020",5,168,0,0,1239.083333,0.006666667,0,0,2,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"1524",0,0,0,0,312.3333333,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"5426",2,61.5,0,0,99,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"0"
"2747",0,0,0,0,292.5,0.013888889,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"7193",0,0,0,0,1056.658333,0.005882353,0,0,1,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"4122",1,34,0,0,765.1666667,0,0,0,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"2896",0,0,0,0,123.5,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"1139",2,17,1,105,148.25,0.02,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"0"
"4165",3,152.6,0,0,608.8833333,0.009375,19.82770888,0,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1"
"2176",0,0,0,0,219.5,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"1119",3,124,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0"
"6695",0,0,0,0,1140.166667,0.032248521,0,0,2,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"5995",7,98.8,0,0,69.4,0.022222222,0,0,2,5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,"0"
"3315",9,64.08823529,1,21,1933.89893,0.011259259,0,0.8,2,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"8320",0,0,0,0,47,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"3201",0,0,0,0,70,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"0"
"3987",0,0,0,0,277,0,0,0.2,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"288",0,0,0,0,770.0285714,0.0112,0,0,2,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0"
"3883",1,0,1,37.4,1146.5,0.015384615,72.52076923,0,4,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"1"
"8127",0,0,0,0,48.5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"3838",10,154.7916667,2,7,1714.868651,0.013711002,1.456951523,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"0"
"8019",2,52.5,0,0,605.5,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"7448",0,0,0,0,2152.588889,0.001081081,0,0,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
"4363",0,0,1,322.4,1747.7,0.007692308,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0"
"7368",6,114.2591575,9,352.0833333,6245.704152,0.003125,32.32493691,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,"1"
"9058",0,0,0,0,1089.208333,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"0"
"844",0,0,0,0,1003,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"3082",0,0,0,0,313.3333333,0.046969697,8.397818182,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"2039",10,156.8333333,2,14,865.6722222,0.007407407,0,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"1435",0,0,0,0,89,0.046153846,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"5908",10,85.04,0,0,2139.156647,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"9213",0,0,0,0,157,0.008333333,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"5381",8,192.4333333,2,53.4,1372.875238,0.004166667,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"0"
"2219",0,0,0,0,197.5,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"5095",2,35.3,0,0,20.1,0,40.27815244,0,2,6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"1"
"8417",5,75.5,0,0,1009.95,0.007407407,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"3577",0,0,0,0,725.3333333,0.010526316,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"8510",2,38,0,0,33.33333333,0,0,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"6032",4,77.6,0,0,1477.154762,0.038157895,0.775318113,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"3419",1,6.4,0,0,135,0,0,0,2,4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"0"
"6322",3,65,0,0,386.2621212,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"0"
"1984",4,21,0,0,657.1666667,0,0,0,2,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"1390",0,0,0,0,32,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0"
"5142",4,21.1,2,341.6,2668.712121,0.018556202,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"0"
"8909",3,122,0,0,651.8666667,0,0,0,3,11,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"0"
"781",0,0,0,0,111.6666667,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"1716",5,47.5,0,0,787.2,0,2.782886364,0.4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"4494",0,0,0,0,27.2,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"1952",2,58,5,115,1563.930952,0.006578947,0,0.8,2,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"5389",0,0,0,0,319.2771429,0.042857143,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"7744",0,0,2,21,190.7083333,0.022222222,0,0,2,13,0,0,0,0,0,0,1,0,0,1,1,0,0,1,"0"
"2416",4,109,2,34,1049.833333,0.0125,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"0"
"7593",2,140.5,0,0,431.5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"6216",4,191.1666667,0,0,4656.331746,0.006456456,0,0,2,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"0"
"2866",2,116,0,0,1098,0.017647059,0,0,2,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"4041",0,0,0,0,107,0,0,0.8,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"5256",0,0,0,0,956.3333333,0.013333333,20.13907622,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"3179",0,0,0,0,259.6666667,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"0"
"6261",0,0,0,0,428.5,0.025,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"0"
"137",0,0,0,0,42,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0"
"1609",0,0,0,0,473.6833333,0.008333333,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"0"
"3281",3,59,0,0,269,0,50.388,0,1,5,0,0,0,0,0,1,0,0,0,1,1,0,1,1,"1"
"7987",0,0,0,0,610.1916667,0.015384615,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"6203",1,9,1,29.5,1157.583333,0.007692308,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"1944",0,0,0,0,534.9166667,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"3785",0,0,0,0,1189.333333,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"2307",6,89.46666667,1,32,1141.061905,0.001605136,27.89977528,0,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"0"
"7985",6,82.2,0,0,5505.401209,0,10.59423174,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1"
"8618",0,0,0,0,343.25,0,49.36350729,0,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"1"
"8089",0,0,0,0,604.5,0,0,0,2,13,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"0"
"1143",5,108.2,0,0,1288.533333,0.005263158,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"377",0,0,0,0,630.75,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,"0"
"8882",3,13.33333333,4,68.5,1602.35,0.002747253,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"3728",0,0,0,0,1934.992857,0.029901961,0,0.8,2,13,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"4971",1,31.2,0,0,824.86,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,1,0,"0"
"6359",5,83,0,0,29.5,0.044444444,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"0"
"819",0,0,0,0,70.83333333,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"582",0,0,0,0,1117.333333,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"934",2,152.8333333,0,0,791.6666667,0.011111111,41.35007203,0,1,2,0,0,0,0,1,0,0,0,0,1,1,0,1,0,"1"
"4710",1,65.4,0,0,1033.65,0.017857143,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"0"
"7990",0,0,0,0,133.5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"0"
"3402",6,132,1,5,1039.244444,0.005714286,3.998,0.6,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"1"
"4342",9,64.5,3,99.6,768.4133333,0.004878049,41.34613116,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"8834",0,0,0,0,436,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"0"
"3759",3,54,0,0,1911.333333,0.004,109.5876,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"1"
"6916",0,0,0,0,139,0,127.3080148,0,10,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"1"
"5691",3,154,0,0,422.08,0,27.93478267,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"1"
"238",3,138,2,136,2631.1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"0"
"1509",2,37,0,0,139.3333333,0,0,0,2,8,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"0"
"7371",0,0,0,0,903.4305556,0.00952381,0,0,2,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"1247",1,41,0,0,314.9,0,0,0,1,9,0,0,0,0,1,0,0,0,0,1,0,0,1,1,"0"
"7415",0,0,0,0,232.5,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,"0"
"779",10,164.5,1,3,2292.679762,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"8766",1,68.5,0,0,372.8166667,0,54.76629511,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"1"
"5761",0,0,0,0,463.4,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,"0"
"3177",4,144.5,0,0,885.125,0.021052632,0,0.6,2,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"5663",7,140.5733333,1,108.8,1912.751905,0.008333333,19.64189593,0,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"9057",0,0,0,0,228.5,0.028571429,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"6807",0,0,0,0,29.16666667,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"3523",5,69.5,0,0,34.5,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,"0"
"1121",2,117,0,0,309.9333333,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"0"
"7447",0,0,0,0,2990.3125,0.012244898,0,0,2,13,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"6314",0,0,0,0,593.75,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,"0"
"3466",2,10,1,69,1279.333333,0.000645161,0,0.8,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"2313",0,0,0,0,220.3333333,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"0"
"7036",0,0,0,0,108.9166667,0.02,0,0,4,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"9009",9,159.9166667,2,47.5,1262.488779,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
"1561",0,0,0,0,50,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"0"
"204",1,28,1,47,224.5,0,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,1,0,"0"
"5745",1,45.4,0,0,1227.713333,0.019512195,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"0"
"5312",3,49.4,4,321.4,6418.819048,0.018181818,13.83791777,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0"
"586",1,10.5,0,0,525,0,0,0,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"8677",6,106,0,0,1384.197436,0,136.937958,0,13,20,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"1"
"1587",4,82.5,3,419,1005.806061,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"0"
"8847",0,0,2,148.5,2271.553571,0.002702703,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"1003",1,0,0,0,436,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"0"
"7959",0,0,0,0,200.9333333,0,0,0,2,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"4808",0,0,0,0,135,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,"0"
"2483",8,186.5,0,0,1925.102381,0.005,23.4154,0,2,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"3464",4,36,0,0,708.9166667,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,1,0,1,0,"0"
"6524",7,114.75,1,15.75,1615.660256,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"0"
"1795",0,0,0,0,17,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"7509",5,66.4,0,0,742.6875,0,71.38981221,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"3572",5,176,0,0,537.2,0.011764706,27.664,0.6,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
"1053",1,7,7,141,1644,0.002150538,0,0,4,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"8450",0,0,0,0,143.2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"0"
"4521",5,43.325,1,295.4,675.6846244,0.026634769,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"0"
"7192",3,86,0,0,3188.483333,0.017241379,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"1868",0,0,0,0,454.5,0,0,0,2,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"5451",0,0,0,0,67,0.016666667,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"0"
"707",0,0,0,0,585,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"0"
"5906",2,11,0,0,15,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"0"
"3469",3,17,0,0,174,0.015384615,0,0.2,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"2085",10,198.4,2,114,607.9777778,0,4.9872375,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"5270",5,39.7,0,0,253.6,0,0,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7676",4,93.75,0,0,2161.388889,0.008767123,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"1"
"3345",3,106,0,0,386.85,0,0,0,2,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"0"
"8961",1,58.5,1,0,1012.166667,0,62.86831138,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1"
"6460",7,177.5,6,312,1123.050824,0.008680556,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"0"
"6027",2,36.25,0,0,585.7,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"0"
"2116",0,0,0,0,226.2564103,0.008695652,0,0.6,2,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"5412",1,149.2,0,0,272.0083333,0,82.021436,0,1,20,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"1"
"8832",0,0,2,75.5,4008.578283,0.003003003,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1"
"9062",2,41.5,0,0,264.25,0.016666667,0,0,4,8,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"1"
"8158",5,114.25,0,0,9126.982468,0.005612245,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"1"
"4904",1,2,0,0,86.6,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,"0"
"1051",1,0,0,0,31,0,0,0,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"0"
"637",0,0,0,0,119,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"0"
"7675",0,0,1,14,1666.75,0,0,0,13,20,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"0"
"1420",2,22,1,49,602.1666667,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,1,"0"
"2592",0,0,0,0,2232.45,0.008196721,0,0.4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"575",0,0,1,81,3214.020563,0,4.667079268,0,3,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"1"
"6260",1,11.16666667,3,63.5,2245.333333,0.002580645,36.2003121,0,2,11,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"1"
"7108",0,0,0,0,1542.35,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,"1"
"4357",9,68.4,1,6,728.8666667,0.037373737,0,0,2,20,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"0"
"1959",0,0,0,0,960.7333333,0.015789474,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"0"
"8645",0,0,2,889.5,784.0833333,0.025,0,0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0"
"1172",0,0,0,0,4261.842857,0.002930403,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0"
"3240",4,76.16666667,0,0,182.1666667,0,0,0.4,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"0"
"4149",1,149.5,0,0,1562.333333,0.038709677,7.636645161,0.2,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"5879",6,107.3666667,0,0,151.3,0.005555556,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"5859",7,73.9,0,0,3441.806667,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"0"
"1857",0,0,0,0,502.4666667,0,0,0.8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"6767",0,0,0,0,1326.430556,0.005263158,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"0"
"4740",0,0,0,0,321.2333333,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,"0"
"4822",1,28.2,0,0,942.6879221,0.017142857,8.435206908,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,"0"
"8436",0,0,1,0,783.6944444,0.012244898,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"7504",2,17,2,1231,27.375,0.038888889,0,0,2,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"7799",2,56.5,0,0,544.8333333,0,31.38886179,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,"0"
"2749",0,0,1,134.3333333,765.4454545,0.006666667,0,0.8,10,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"0"
"7337",0,0,0,0,874.952381,0.004597701,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"0"
"3556",0,0,0,0,2516.833333,0.025423729,7.726779661,0.4,2,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"4479",0,0,0,0,403.8333333,0.017857143,0,0,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"0"
"6781",0,0,0,0,6867.193847,0.006408856,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"8627",1,49.5,0,0,350.25,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"0"
"9042",4,143.8333333,0,0,997.7083333,0.002222222,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"0"
"81",0,0,0,0,317.8333333,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"0"
"1571",0,0,0,0,1485.416667,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"6420",6,110.625,1,106,1508.521825,0.04,21.01746974,0,2,13,0,0,0,0,0,0,1,0,0,1,0,1,0,0,"0"
"9121",0,0,1,0,472.5,0.019047619,34.27708553,0,1,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"1"
"7018",1,10,0,0,700,0,29.62188989,0,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"1"
"5404",2,180.9,0,0,1030.06,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"0"
"3627",5,123.5,2,13,3618.016667,0.002,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"0"
"5580",1,0,0,0,2195.580952,0,8.391281758,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"1"
"2146",0,0,0,0,342.5,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"1363",2,28,0,0,170.8333333,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"0"
"7601",0,0,0,0,98,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"0"
"1174",0,0,0,0,1733.666667,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"5436",3,47.4,0,0,961.52,0.030434783,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"0"
"4625",1,72.6,0,0,1256.825,0,0,0,1,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,"0"
"257",0,0,0,0,1384.016667,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"0"
"7913",3,150.25,0,0,2065.838165,0.006103286,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"0"
"1206",3,79,0,0,1272.916667,0.004878049,9.401136585,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
